Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
1923,PIT,1621,5943,49,786,701,154,6.80%,6.10%,0.11,0.309,0.295,0.347,0.404,0.351,,96,12.8,-14.7,54.8,24.3
1905,CLE,1460,5655,18,562,482,188,5.10%,,0.079,,0.255,0.301,0.334,0.308,,102,3,16.1,27.1,24.2
1999,PHI,2206,6386,161,841,797,125,9.90%,16.90%,0.156,0.313,0.275,0.351,0.431,0.343,,96,9.3,-27.9,73.4,24.2
1969,LAD,1994,6166,97,645,584,80,7.80%,13.30%,0.105,0.282,0.254,0.315,0.359,0.305,,95,-1.1,-39.5,56.5,24.2
2006,NYY,2430,6455,210,930,902,139,10.10%,16.30%,0.177,0.315,0.285,0.363,0.461,0.356,,113,7.4,118.9,-91.9,24.2
1980,HOU,2131,6254,75,637,599,194,8.60%,12.10%,0.106,0.289,0.261,0.326,0.367,0.311,,99,8.7,4.4,31,24.2
1999,BOS,1862,6321,176,836,808,67,9.40%,14.70%,0.17,0.303,0.278,0.35,0.448,0.349,,102,-4.1,8.2,23,24.2
1966,MIN,1917,6035,144,663,611,67,8.50%,14.00%,0.133,0.269,0.249,0.316,0.382,0.308,,96,0.5,-28.2,91.4,24.2
2009,STL,2358,6168,160,730,694,75,8.60%,16.90%,0.152,0.296,0.263,0.332,0.415,0.325,,98,13.4,-1.6,50,24.2
1971,BOS,1931,6107,161,691,650,51,9.00%,14.30%,0.145,0.272,0.252,0.322,0.397,0.326,,98,-1.1,-16.8,52.6,24.2
1933,PIT,1707,5962,39,667,618,34,6.10%,5.60%,0.098,0.298,0.285,0.333,0.383,0.333,,103,5.7,24,35.4,24.2
2002,BOS,2172,6332,177,859,810,80,8.60%,14.90%,0.168,0.302,0.277,0.345,0.444,0.343,,107,-0.4,54.5,-28.8,24.2
1977,HOU,2056,6201,114,680,638,187,8.30%,13.50%,0.131,0.28,0.254,0.32,0.385,0.313,,96,12.5,-20.2,56.2,24.2
1928,CHC,1670,6009,92,714,665,83,8.50%,8.60%,0.125,0.294,0.278,0.345,0.402,0.347,,95,13.6,-29.6,84.3,24.1
1914,BOS,1787,5819,18,589,514,177,8.40%,9.40%,0.088,0.277,0.25,0.32,0.338,0.321,,99,-45.6,-54.2,55.9,24.1
1949,STL,1894,6151,102,766,720,17,9.30%,7.80%,0.127,0.289,0.277,0.348,0.404,0.352,,99,2.1,-8.9,50.9,24.1
1911,PIT,1640,5907,49,744,633,160,8.90%,9.90%,0.11,0.288,0.262,0.336,0.372,0.342,,98,-9.7,-26.1,70.4,24.1
1924,NYY,1703,5918,98,799,735,69,8.10%,7.10%,0.137,0.302,0.291,0.353,0.427,0.362,,100,-0.6,1.8,34.5,24.1
1970,NYM,2064,6275,120,695,640,118,10.90%,16.90%,0.12,0.287,0.249,0.333,0.37,0.318,,91,4.2,-63.5,83.5,24.1
1991,OAK,1810,6192,159,760,716,151,10.40%,15.80%,0.141,0.274,0.248,0.331,0.389,0.324,,104,4.7,33.7,-0.6,24.1
1983,NYY,1697,6279,153,770,728,84,8.50%,10.90%,0.143,0.286,0.273,0.337,0.416,0.337,,111,-0.8,80,-57.6,24.1
1951,CHW,1899,6126,86,714,668,99,9.70%,8.60%,0.114,0.287,0.27,0.348,0.385,0.343,,99,-4,-9.8,50.8,24
2015,PIT,2431,6285,140,697,661,98,7.30%,21.00%,0.136,0.314,0.26,0.323,0.396,0.313,,97,3.5,-17.4,49.6,24
1934,STL,1760,5988,104,799,748,69,6.50%,8.90%,0.137,0.304,0.288,0.337,0.425,0.348,,100,11.3,8.8,42.3,24
2016,CLE,2366,6155,185,777,733,134,8.60%,20.20%,0.168,0.304,0.262,0.329,0.43,0.326,,100,15.8,14.1,10.1,24
2021,ATL,2392,6056,239,790,762,59,9.10%,24.00%,0.191,0.288,0.244,0.319,0.435,0.323,,99,5.4,-6.3,42.1,24
2008,CLE,2199,6299,171,805,772,77,8.90%,19.30%,0.162,0.305,0.262,0.339,0.424,0.334,,103,0.7,24.6,-2.8,24
1951,CLE,1799,5945,140,696,658,52,10.20%,10.60%,0.133,0.269,0.256,0.336,0.389,0.338,,101,0.7,8.6,37.6,24
1950,NYG,1844,5981,133,735,684,42,10.50%,10.50%,0.134,0.272,0.258,0.342,0.392,0.341,,93,6.6,-50.1,102.7,24
2003,MIN,2269,6324,155,801,755,94,8.10%,16.20%,0.154,0.312,0.277,0.341,0.431,0.335,,102,1.8,19.8,5.4,24
1919,CLE,1491,5325,24,634,547,113,9.40%,6.90%,0.103,0.298,0.278,0.354,0.381,0.352,,103,-5.2,14.5,15.1,23.9
2012,CIN,2211,6115,172,669,636,87,7.90%,20.70%,0.159,0.296,0.251,0.315,0.411,0.314,,93,13.5,-36,78.9,23.9
2002,PHI,2260,6323,165,710,676,104,10.10%,17.30%,0.163,0.294,0.259,0.339,0.422,0.331,,101,1.1,5.4,27.8,23.9
1923,CHC,1678,5896,90,756,675,181,7.70%,8.20%,0.117,0.304,0.288,0.348,0.406,0.353,,98,-11.5,-30.6,68.2,23.9
2017,SEA,2323,6166,200,750,714,89,7.90%,20.50%,0.165,0.3,0.259,0.325,0.424,0.321,,103,-12.6,7.1,26.7,23.9
1955,DET,1852,6070,130,775,724,41,10.50%,9.60%,0.128,0.276,0.266,0.344,0.394,0.334,,99,4.7,-6.2,27.5,23.9
1992,MIN,1816,6267,104,747,701,123,8.40%,13.30%,0.115,0.306,0.277,0.341,0.391,0.331,,103,-5.4,14.9,11.8,23.9
1960,BAL,2067,5911,123,682,640,37,10.10%,13.50%,0.124,0.276,0.253,0.332,0.377,0.32,,97,0,-20.7,80.2,23.8
1982,SDP,2081,6160,81,675,611,165,7.00%,14.20%,0.101,0.29,0.257,0.311,0.359,0.298,,90,2.7,-69.1,94.2,23.8
2016,TOR,2349,6233,221,759,728,54,10.10%,21.90%,0.178,0.289,0.248,0.33,0.426,0.327,,104,-9,21.9,-1.8,23.8
1974,STL,2226,6320,83,677,610,172,8.40%,11.90%,0.099,0.291,0.265,0.331,0.365,0.318,,94,12.1,-33.3,58.3,23.8
1938,NYG,1682,5841,125,705,672,31,8.00%,9.00%,0.125,0.282,0.271,0.334,0.396,0.338,,100,4.1,2.8,67.2,23.8
2011,LAA,2187,6088,155,667,629,135,7.30%,17.80%,0.149,0.288,0.253,0.313,0.402,0.313,,98,-3.8,-14.6,38,23.8
1971,CIN,2126,5973,138,586,542,59,7.30%,15.20%,0.124,0.266,0.241,0.3,0.366,0.302,,91,0.7,-58.1,87,23.8
1902,CLE,1293,5303,33,686,582,140,5.80%,,0.1,,0.289,0.336,0.389,0.347,,102,-5.5,8.5,30.1,23.8
1968,OAK,2080,6026,94,569,522,147,7.80%,17.00%,0.102,0.279,0.24,0.304,0.343,0.296,,99,9.5,3.7,43.3,23.8
1940,CLE,1696,5957,101,710,661,53,8.70%,10.00%,0.133,0.283,0.265,0.332,0.398,0.335,,95,-7.7,-44.6,70.5,23.8
1999,ATL,2204,6351,197,840,791,148,9.60%,15.10%,0.17,0.288,0.266,0.341,0.436,0.338,,95,-0.2,-44.1,85.4,23.8
1956,CIN,2035,6003,221,775,734,45,8.80%,12.70%,0.175,0.272,0.266,0.336,0.441,0.342,,102,3.6,20.7,42.7,23.8
1959,CIN,1946,5922,161,764,721,65,8.40%,12.90%,0.153,0.292,0.274,0.337,0.427,0.338,,99,3.8,-2,26.8,23.7
2010,TOR,2206,6072,257,755,732,58,7.80%,19.20%,0.206,0.269,0.248,0.312,0.454,0.334,,105,-12.3,25.1,-9.9,23.7
2002,LAD,2302,6146,155,713,693,96,7.00%,15.30%,0.146,0.291,0.264,0.32,0.409,0.317,,96,-3.5,-36,73.4,23.7
2012,TBR,2406,6105,175,697,665,134,9.40%,21.70%,0.155,0.284,0.24,0.317,0.394,0.311,,100,-0.7,-1,20.8,23.7
1917,BOS,1655,5858,14,556,476,105,8.00%,8.10%,0.073,0.269,0.246,0.314,0.319,0.311,,98,-9.1,-24.2,56.7,23.7
2001,CLE,1901,6357,212,897,868,79,9.10%,16.90%,0.179,0.308,0.278,0.35,0.458,0.347,,112,-2.4,90.7,-67.4,23.7
1999,TOR,1862,6370,212,883,856,119,9.10%,16.90%,0.177,0.311,0.28,0.352,0.457,0.353,,104,2.2,37,-10.1,23.7
1977,MIN,1828,6382,123,867,804,105,8.80%,11.80%,0.135,0.304,0.282,0.348,0.417,0.339,,106,-0.4,48.6,-32,23.7
1917,DET,1682,5814,25,639,535,163,8.30%,8.20%,0.085,0.281,0.259,0.328,0.344,0.329,,103,1,21.3,5.1,23.7
2012,WSN,2338,6221,194,731,688,105,7.70%,21.30%,0.166,0.308,0.261,0.322,0.428,0.324,,101,-4.1,4.7,33,23.7
2018,WSN,2441,6288,191,771,737,119,10.00%,20.50%,0.164,0.297,0.254,0.335,0.419,0.325,,101,8.4,14.5,21.2,23.7
2000,LAD,2057,6312,211,798,756,95,10.60%,17.20%,0.174,0.283,0.257,0.341,0.431,0.337,,99,0.5,-4.5,46.3,23.7
2006,ATL,2435,6284,222,849,818,52,8.40%,18.60%,0.184,0.304,0.27,0.337,0.455,0.339,,100,-13.4,-13.1,48.1,23.7
1969,BOS,2053,6294,197,743,701,41,10.50%,14.70%,0.164,0.268,0.251,0.333,0.415,0.337,,101,-7.4,1.2,36.5,23.7
1964,DET,1964,6183,157,699,658,60,8.40%,14.80%,0.142,0.276,0.253,0.319,0.395,0.317,,95,3.6,-35.5,91.3,23.7
1963,DET,1958,6242,148,700,649,73,9.50%,14.50%,0.129,0.276,0.252,0.327,0.382,0.317,,97,4.7,-14.8,67.3,23.6
1949,NYG,1903,6009,147,736,690,43,10.20%,8.70%,0.141,0.266,0.261,0.34,0.401,0.348,,98,7.4,-10.2,51.8,23.6
2019,ARI,2418,6315,220,813,778,88,8.60%,21.50%,0.182,0.293,0.252,0.323,0.434,0.319,,93,18.3,-37.5,79.3,23.6
1907,SLB,1487,5784,10,538,433,144,6.40%,,0.059,,0.253,0.308,0.313,0.307,,101,-7.8,-3.2,28.7,23.6
1984,MON,2183,6042,96,593,553,131,7.80%,12.90%,0.111,0.277,0.251,0.312,0.362,0.303,,91,10.8,-49.5,78,23.6
2010,ATL,2376,6252,139,738,699,63,10.10%,18.20%,0.143,0.301,0.258,0.339,0.401,0.327,,100,-2.1,-2.9,41.9,23.6
1945,STL,1776,6166,64,756,698,55,8.40%,7.90%,0.098,0.291,0.273,0.338,0.371,0.34,,96,7.6,-21.6,48.8,23.6
2010,SDP,2352,6148,132,665,630,124,8.80%,19.20%,0.125,0.29,0.246,0.317,0.371,0.304,,92,9.3,-50.2,91.9,23.6
2015,STL,2406,6139,137,647,619,69,8.20%,20.60%,0.142,0.303,0.253,0.321,0.394,0.311,,97,0.9,-21.2,53.8,23.6
2001,HOU,2121,6325,208,847,805,64,9.20%,17.70%,0.18,0.304,0.271,0.347,0.451,0.343,,101,-8.8,-1.9,36.1,23.6
2010,DET,2274,6312,152,751,717,69,8.70%,18.20%,0.147,0.311,0.268,0.335,0.415,0.33,,102,9.7,23.9,-18.7,23.6
1968,SFG,1983,6132,108,599,566,50,8.30%,14.70%,0.101,0.267,0.239,0.307,0.341,0.297,,98,-2,-15.7,8.3,23.6
1968,STL,1921,6080,73,583,539,110,6.20%,14.80%,0.097,0.283,0.249,0.298,0.346,0.292,,93,7.4,-31.9,30.4,23.6
1940,BOS,1760,6174,145,872,808,55,9.60%,9.70%,0.163,0.3,0.286,0.356,0.449,0.366,,103,-13,15.6,0.9,23.6
2016,SEA,2371,6227,223,768,735,56,8.10%,20.70%,0.171,0.297,0.259,0.326,0.43,0.325,,108,-13.5,44.6,-27.2,23.6
2019,MIL,2514,6309,250,769,744,101,10.00%,24.80%,0.192,0.296,0.246,0.329,0.438,0.324,,97,5.9,-20.4,61.5,23.6
1903,CHC,1323,5323,9,695,548,259,7.90%,,0.072,,0.275,0.34,0.347,0.331,,99,13.1,7,27.4,23.5
2000,NYM,2345,6328,198,807,761,66,10.70%,16.40%,0.167,0.29,0.263,0.346,0.43,0.339,,99,-7.2,-16.2,55.3,23.5
1947,BOS,1800,6100,103,720,674,41,10.90%,9.70%,0.117,0.283,0.265,0.349,0.382,0.345,,99,-7.1,-12.3,46.7,23.5
1988,MON,2224,6170,107,628,575,189,7.40%,17.10%,0.121,0.29,0.251,0.309,0.373,0.304,,93,-0.5,-46.5,77.6,23.5
1944,BOS,1744,6052,69,739,691,60,8.60%,8.30%,0.11,0.287,0.27,0.336,0.38,0.34,,101,-6.8,3,20,23.5
2008,TEX,2281,6478,194,901,867,81,9.20%,18.60%,0.179,0.325,0.283,0.354,0.462,0.355,,112,11.1,108.1,-97.3,23.5
1908,CHW,1626,5788,3,535,430,209,8.00%,,0.047,,0.224,0.298,0.271,0.284,,93,5.6,-33.5,61.5,23.5
1957,CIN,2095,6104,187,747,713,51,8.90%,12.30%,0.163,0.281,0.269,0.338,0.432,0.341,,101,0.3,8.4,35.5,23.5
1964,STL,2024,6196,109,715,654,73,6.90%,14.90%,0.12,0.308,0.272,0.324,0.392,0.317,,93,-2.7,-50.4,56.5,23.5
1964,PHI,2159,6116,130,693,649,30,7.20%,15.10%,0.133,0.287,0.258,0.315,0.391,0.311,,99,-5.5,-12.9,18.3,23.5
1992,SDP,2152,6074,135,617,576,69,7.50%,14.20%,0.131,0.279,0.255,0.313,0.386,0.314,,95,-7.5,-42.4,75.2,23.5
1974,HOU,2167,6120,110,653,603,108,7.70%,14.10%,0.116,0.292,0.263,0.322,0.378,0.32,,99,-2,-7.9,33.6,23.4
2019,CLE,2321,6124,223,769,731,103,9.20%,21.80%,0.183,0.289,0.25,0.323,0.432,0.319,,97,4.3,-16.3,36.2,23.4
1994,NYY,1192,4611,139,670,632,55,11.50%,14.30%,0.172,0.315,0.29,0.374,0.462,0.366,,118,-6.5,101.5,-16,23.4
1924,CIN,1708,5835,36,649,586,103,6.00%,5.70%,0.107,0.305,0.29,0.337,0.397,0.342,,100,-7.7,-8.4,53.9,23.4
1991,CIN,2195,6134,164,689,654,124,8.00%,16.40%,0.145,0.287,0.258,0.32,0.403,0.322,,100,2.5,-0.8,26.2,23.4
1925,PHA,1816,6059,76,831,767,67,7.40%,7.10%,0.127,0.324,0.308,0.364,0.434,0.367,,99,0.4,-8,43.2,23.4
2004,ANA,2217,6296,162,836,783,143,7.10%,15.00%,0.147,0.312,0.282,0.341,0.429,0.334,,103,2.2,23.8,1.4,23.4
1990,SFG,2269,6216,152,719,681,109,7.90%,15.70%,0.134,0.291,0.262,0.323,0.396,0.321,,100,-2.7,-3.3,8.8,23.4
2003,FLA,2190,6186,157,751,709,150,8.30%,15.80%,0.155,0.296,0.266,0.333,0.421,0.327,,99,2.8,-7.6,41.8,23.4
1917,STL,1737,5626,26,531,436,159,6.40%,11.60%,0.083,0.283,0.25,0.303,0.333,0.31,,95,3.5,-23.7,55.5,23.3
1962,CIN,1990,6273,167,802,745,66,7.90%,14.40%,0.148,0.294,0.27,0.332,0.417,0.332,,98,-1.9,-17,31.4,23.3
1917,CHW,1669,5861,18,657,535,219,8.90%,8.20%,0.073,0.277,0.253,0.329,0.326,0.322,,100,11,12.5,9,23.3
2012,TEX,2236,6216,200,808,780,91,7.70%,17.70%,0.173,0.306,0.273,0.334,0.446,0.336,,106,-5.8,39.5,-27.3,23.3
1946,DET,1721,6059,108,704,644,65,10.30%,10.20%,0.116,0.275,0.258,0.338,0.374,0.339,,97,-5.6,-29.9,42.8,23.3
1934,BRO,1839,6074,79,748,699,55,9.00%,9.10%,0.115,0.302,0.281,0.35,0.396,0.346,,102,8.2,23.4,18.7,23.3
1975,NYY,1798,6039,110,681,642,103,8.00%,11.80%,0.118,0.284,0.264,0.325,0.382,0.323,,101,-1.6,7.2,20.8,23.3
2008,HOU,2312,6051,167,712,684,114,7.40%,17.40%,0.152,0.296,0.263,0.323,0.415,0.322,,93,0.4,-49.2,89.3,23.3
1955,PHI,1820,5864,132,675,631,44,11.10%,11.50%,0.139,0.27,0.255,0.34,0.395,0.332,,99,0.8,-10.4,75,23.3
1907,NYG,1582,5624,23,573,475,205,9.20%,,0.067,,0.251,0.331,0.317,0.324,,103,2.7,21.7,-3.5,23.3
2006,STL,2359,6225,184,781,745,59,8.50%,14.80%,0.163,0.292,0.269,0.337,0.431,0.331,,98,5.9,-13.3,46,23.3
1958,SFG,2122,5996,170,727,682,64,8.90%,13.60%,0.159,0.281,0.263,0.331,0.422,0.332,,100,4.8,3,29.7,23.2
1955,CIN,2013,5978,181,761,726,51,9.30%,11.00%,0.155,0.278,0.27,0.341,0.425,0.342,,99,0.6,-7.5,68.4,23.2
1907,CLE,1534,5636,11,530,433,193,5.90%,,0.069,,0.241,0.295,0.31,0.3,,94,5.8,-30.1,61.9,23.2
1998,CHW,1891,6281,198,861,806,127,8.80%,14.60%,0.172,0.291,0.271,0.339,0.444,0.341,,103,5.3,30.6,-10.6,23.2
2021,CHW,2292,6084,190,796,757,57,9.60%,22.80%,0.166,0.31,0.256,0.336,0.422,0.329,,108,-0.9,59.7,-34.9,23.2
1901,BOS,1294,5349,37,759,632,157,6.20%,,0.103,,0.278,0.33,0.381,0.336,,97,-4.1,-29,73,23.2
2004,CHW,2245,6197,242,865,823,78,8.10%,16.60%,0.189,0.288,0.268,0.333,0.457,0.34,,101,-1.6,7.3,19.4,23.2
2005,CIN,2309,6321,222,820,784,72,9.70%,20.60%,0.185,0.302,0.261,0.339,0.446,0.34,,103,12.9,35.5,-10.3,23.2
1959,SFG,1946,5890,167,705,660,81,8.00%,14.90%,0.153,0.283,0.261,0.322,0.414,0.325,,96,4.5,-25.3,46.5,23.2
1997,BAL,2003,6340,196,812,780,63,9.20%,15.00%,0.16,0.29,0.268,0.341,0.429,0.338,,102,1.9,17.8,-4.3,23.2
1996,BAL,1702,6494,257,949,914,77,9.90%,14.10%,0.198,0.284,0.274,0.35,0.472,0.355,,106,-4.2,52.2,-51.1,23.1
1980,MON,2105,6164,114,694,647,237,8.90%,14.00%,0.131,0.285,0.257,0.324,0.388,0.318,,98,14.2,1.6,26.2,23.1
1926,CHC,1714,5902,66,682,630,85,7.50%,7.60%,0.112,0.294,0.278,0.338,0.39,0.341,,96,14.4,-11.6,65.8,23.1
1986,OAK,1761,6127,163,731,683,139,9.00%,16.00%,0.138,0.278,0.252,0.322,0.39,0.318,,100,2.8,3.8,18.4,23.1
1972,SFG,1909,5858,150,662,600,123,8.20%,16.50%,0.14,0.271,0.244,0.309,0.384,0.316,,96,9.9,-19,28.3,23.1
2010,PHI,2277,6291,166,772,736,108,8.90%,16.90%,0.153,0.292,0.26,0.332,0.413,0.327,,99,13.3,5.5,27.4,23.1
2011,DET,2309,6231,169,787,750,49,8.40%,18.30%,0.157,0.318,0.277,0.34,0.434,0.337,,109,-15.2,48.5,-36.5,23.1
2007,COL,2407,6498,171,860,823,100,9.60%,17.70%,0.158,0.322,0.28,0.354,0.437,0.346,,97,10.1,-19.4,41.6,23.1
2002,OAK,2312,6291,205,800,772,46,9.70%,16.00%,0.171,0.284,0.261,0.339,0.432,0.337,,106,10.1,59.2,-42.7,23.1
1911,DET,1602,5995,30,831,657,276,7.90%,,0.097,,0.292,0.355,0.388,0.358,,102,9.6,28.3,-13.3,23.1
1962,STL,2187,6307,137,774,707,86,8.20%,13.40%,0.123,0.296,0.271,0.335,0.394,0.326,,88,1.3,-92.3,105.1,23.1
2018,TBR,2371,6195,150,716,664,128,8.70%,22.40%,0.148,0.317,0.258,0.333,0.406,0.322,,107,-0.3,48.7,-34.4,23.1
1992,STL,2090,6230,94,631,599,208,7.90%,16.00%,0.113,0.301,0.262,0.323,0.375,0.316,,99,-5,-13.8,34.9,23
1987,CHW,1671,6164,173,748,706,138,7.90%,15.80%,0.158,0.282,0.258,0.319,0.415,0.319,,92,3.1,-56.5,78.7,23
1920,CIN,1580,5799,18,639,546,158,6.60%,6.30%,0.072,0.295,0.277,0.332,0.349,0.325,,100,-1.7,0.1,37.6,23
2005,OAK,2164,6275,155,772,739,31,8.60%,13.10%,0.145,0.281,0.262,0.33,0.407,0.323,,99,12,3.9,13.7,23
1916,CHW,1734,5809,17,601,484,197,7.70%,10.20%,0.088,0.282,0.251,0.319,0.339,0.321,,97,2,-13.7,42.2,23
2022,SEA,2383,6117,197,690,664,83,9.70%,22.80%,0.16,0.272,0.23,0.315,0.39,0.311,,107,-10,38.1,-14.2,23
2001,CHW,1906,6151,214,798,770,123,8.50%,16.20%,0.183,0.29,0.268,0.334,0.451,0.337,,104,-1.3,28.4,-7.1,23
2000,HOU,2303,6444,249,938,900,114,10.40%,17.50%,0.199,0.305,0.278,0.361,0.477,0.361,,105,-0.3,45.4,-10.9,23
1901,BRO,1294,5312,32,744,633,178,5.90%,,0.1,,0.287,0.335,0.387,0.341,,105,-0.2,33.3,14.2,23
2017,WSN,2322,6214,215,819,796,108,8.70%,21.40%,0.183,0.311,0.266,0.332,0.449,0.331,,99,11.9,2.4,17.5,23
1907,PHA,1485,5597,22,582,485,137,6.90%,,0.075,,0.255,0.311,0.329,0.317,,102,-6.6,3.2,20.3,22.9
1906,SLB,1468,5614,20,559,456,221,6.50%,,0.065,,0.247,0.304,0.312,0.304,,97,6.5,-13.8,35.4,22.9
1910,PIT,1603,5794,33,655,543,148,7.50%,9.00%,0.093,0.291,0.266,0.328,0.36,0.337,,100,-11,-13.8,24.9,22.9
2001,PHI,2083,6219,164,746,708,153,8.90%,18.10%,0.154,0.297,0.26,0.329,0.414,0.321,,92,9.9,-52.1,81.8,22.9
1997,NYM,2268,6248,153,777,741,97,8.80%,16.50%,0.143,0.294,0.262,0.332,0.405,0.325,,95,-12.1,-48.5,81.7,22.9
1971,NYY,1924,6164,97,648,607,75,9.40%,11.60%,0.106,0.275,0.254,0.328,0.36,0.314,,99,-3.9,-10.9,31.2,22.9
1985,HOU,2100,6192,121,706,666,96,7.70%,14.10%,0.127,0.288,0.261,0.319,0.388,0.313,,102,-5,7.8,8.5,22.8
1997,NYY,1773,6527,161,891,846,99,10.40%,14.60%,0.15,0.316,0.286,0.362,0.436,0.351,,111,-4.3,88.7,-83.6,22.8
1943,BRO,1798,6011,39,715,658,58,9.70%,7.00%,0.085,0.29,0.272,0.346,0.357,0.34,,103,8.9,31.7,-3.3,22.8
1953,STL,2003,6065,140,768,722,18,9.50%,10.20%,0.151,0.288,0.273,0.347,0.424,0.351,,99,-0.2,-8.4,42.6,22.8
1904,BOS,1470,5784,26,608,522,101,6.00%,,0.092,,0.247,0.301,0.34,0.308,,100,-13.8,-15.4,37.2,22.8
1976,BAL,1771,6091,119,619,576,150,8.50%,14.50%,0.115,0.269,0.243,0.31,0.358,0.31,,104,5.9,28.7,-6.5,22.8
1992,NYY,1666,6262,163,733,703,78,8.60%,14.40%,0.144,0.284,0.261,0.328,0.406,0.33,,107,-0.2,47.5,-34.2,22.8
2013,PIT,2369,6135,161,634,603,94,7.60%,21.70%,0.151,0.294,0.245,0.313,0.396,0.312,,99,1.8,-3.4,30.8,22.8
2016,WSN,2302,6201,203,763,735,121,8.60%,20.20%,0.17,0.293,0.256,0.326,0.426,0.322,,96,16,-16.4,44,22.8
1986,TOR,1866,6318,181,809,767,110,7.90%,13.40%,0.157,0.287,0.269,0.329,0.427,0.334,,104,-2.1,26.5,-15.1,22.8
2000,OAK,2066,6432,239,947,908,40,11.70%,18.00%,0.188,0.3,0.27,0.36,0.458,0.356,,109,1.9,80.7,-62.9,22.8
1926,WAS,1792,6009,43,802,721,117,9.20%,6.00%,0.109,0.308,0.292,0.364,0.401,0.36,,102,-17.6,-1.1,10.5,22.8
2006,MIN,2226,6228,143,801,754,101,7.90%,14.00%,0.138,0.316,0.287,0.347,0.425,0.334,,101,-1.4,5.9,13.5,22.7
1936,PIT,1698,6211,60,804,732,37,8.30%,8.10%,0.112,0.306,0.286,0.349,0.397,0.347,,100,4.6,0.9,34.1,22.7
1995,CAL,1551,5690,186,801,761,57,9.90%,15.60%,0.171,0.302,0.277,0.352,0.448,0.351,,106,-7,36.2,2.4,22.7
1976,HOU,2031,6113,66,625,571,150,8.70%,11.80%,0.09,0.283,0.256,0.322,0.347,0.31,,97,7.2,-14.7,24.3,22.7
1940,PIT,1953,6115,76,809,740,69,9.00%,8.10%,0.117,0.293,0.276,0.346,0.394,0.342,,104,10.5,42.1,-3.1,22.7
1922,STL,1890,6061,107,863,787,73,7.40%,7.00%,0.143,0.312,0.301,0.357,0.444,0.368,,106,0.7,53.5,-40.6,22.7
2013,MIL,2335,6064,157,640,610,142,6.70%,19.50%,0.145,0.294,0.252,0.311,0.398,0.311,,91,-6.9,-66,94,22.6
2013,CLE,2337,6165,171,745,711,117,9.10%,20.80%,0.155,0.3,0.255,0.327,0.41,0.324,,104,11.5,39.3,-29.5,22.6
1973,MON,2237,6251,125,668,613,77,11.10%,12.40%,0.114,0.271,0.251,0.34,0.364,0.322,,94,-8.1,-52.4,73.9,22.6
1937,PIT,1681,5996,47,704,649,32,7.70%,8.00%,0.099,0.306,0.285,0.343,0.384,0.337,,97,2.8,-21,56.2,22.6
2017,MIL,2423,6135,224,732,695,128,8.90%,25.60%,0.18,0.308,0.249,0.322,0.429,0.321,,94,2.4,-48.6,67.4,22.6
1958,BOS,1923,5972,155,697,667,29,10.70%,13.70%,0.144,0.276,0.256,0.338,0.4,0.331,,99,0.8,-10,40.5,22.6
1975,KCR,1776,6231,118,710,667,155,9.50%,10.80%,0.133,0.276,0.261,0.333,0.394,0.332,,103,3,22,-8.6,22.6
1905,PHI,1488,5867,16,708,567,180,6.90%,,0.076,,0.26,0.318,0.336,0.318,,97,-3,-22.5,24.5,22.6
1994,CHW,1205,4556,121,633,602,77,10.90%,12.50%,0.156,0.307,0.287,0.366,0.444,0.353,,112,3.7,77.7,0,22.6
1970,NYY,2034,6211,111,680,627,105,9.50%,13.00%,0.113,0.275,0.251,0.324,0.365,0.311,,95,-1.2,-40.2,67.4,22.5
1957,BOS,1878,5993,153,721,695,29,10.40%,12.30%,0.143,0.278,0.262,0.341,0.405,0.332,,96,1.9,-24.3,57.7,22.5
1995,SEA,1569,5671,182,796,767,110,9.70%,15.40%,0.173,0.3,0.276,0.35,0.448,0.349,,106,3.2,45.3,-7.5,22.5
1972,MIN,2010,5848,93,537,506,53,8.20%,15.50%,0.1,0.278,0.244,0.31,0.344,0.3,,92,-2.7,-47.5,91.6,22.5
1963,LAD,2014,6045,110,640,584,124,7.50%,14.30%,0.106,0.278,0.251,0.309,0.357,0.297,,98,0.8,-9.2,7.2,22.5
1990,DET,1816,6224,172,750,714,82,10.20%,15.30%,0.15,0.283,0.259,0.337,0.409,0.335,,109,-8.6,55.7,-37.9,22.5
1988,DET,1797,6153,143,703,650,87,9.60%,13.70%,0.128,0.271,0.25,0.324,0.378,0.318,,100,-3.4,-1.7,13.7,22.5
2002,CHW,2208,6208,217,856,819,75,8.90%,15.30%,0.181,0.287,0.268,0.338,0.449,0.342,,105,-1.2,40.1,-26.9,22.5
1990,LAD,2250,6179,129,728,669,141,8.70%,15.40%,0.121,0.293,0.262,0.328,0.382,0.318,,97,0.1,-19.2,18.3,22.5
2003,CHW,2277,6148,220,791,766,77,8.40%,14.90%,0.182,0.279,0.263,0.331,0.446,0.336,,101,-5.1,3.1,12.9,22.5
2013,CIN,2286,6293,155,698,664,67,9.30%,19.80%,0.142,0.293,0.249,0.327,0.391,0.316,,96,-2,-32.9,52.4,22.5
1970,SFG,2093,6469,165,831,773,83,11.30%,15.50%,0.147,0.291,0.262,0.351,0.409,0.34,,104,8,44,-52.7,22.4
